assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
516093,135803,Bolitoglossa bramei,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,bramei,,,,"Wake, Savage &amp; Hanken, 2007",Least Concern,,3.1,Stable,Global
517753,136082,Bolitoglossa gomezi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,gomezi,,,,"Wake, Savage &amp; Hanken, 2007",Endangered,B1ab(iii),3.1,Decreasing,Global
1280046,169678,Loxocemus bicolor,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,LOXOCEMIDAE,Loxocemus,bicolor,,,,"Cope, 1861",Least Concern,,3.1,Unknown,Global
1436679,176253,Mesaspis monticola,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANGUIDAE,Mesaspis,monticola,,,,"(Cope, 1877)",Least Concern,,3.1,Stable,Global
1446650,176798,Drymobius melanotropis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Drymobius,melanotropis,,,,"(Cope, 1876)",Least Concern,,3.1,Unknown,Global
1446864,176799,Drymobius rhombifer,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Drymobius,rhombifer,,,,"(Günther, 1860)",Least Concern,,3.1,Stable,Global
1447602,176805,Erythrolamprus bizona,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Erythrolamprus,bizona,,,,"Jan, 1863",Least Concern,,3.1,Unknown,Global
1447794,176806,Geophis brachycephalus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Geophis,brachycephalus,,,,"(Cope, 1871)",Least Concern,,3.1,Stable,Global
1448166,176808,Geophis ruthveni,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Geophis,ruthveni,,,,"Werner, 1925",Least Concern,,3.1,Stable,Global
1448570,176820,Imantodes inornatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Imantodes,inornatus,,,,"(Boulenger, 1896)",Least Concern,,3.1,Stable,Global
1450542,176869,Nothopsis rugosus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Nothopsis,rugosus,,,,"Cope, 1871",Least Concern,,3.1,Unknown,Global
1486938,177444,Pliocercus euryzonus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Pliocercus,euryzonus,,,,"Cope, 1862",Least Concern,,3.1,Unknown,Global
1489023,177498,Rhinobothryum bovallii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Rhinobothryum,bovallii,,,,"Andersson, 1916",Least Concern,,3.1,Unknown,Global
1489242,177499,Siphlophis compressus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Siphlophis,compressus,,,,"(Daudin, 1803)",Least Concern,,3.1,Stable,Global
1490403,177507,Tantilla vermiformis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Tantilla,vermiformis,,,,"(Hallowell, 1861)",Least Concern,,3.1,Unknown,Global
1490721,177512,Urotheca guentheri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Urotheca,guentheri,,,,"(Dunn, 1938)",Least Concern,,3.1,Unknown,Global
1490925,177516,Trimetopon slevini,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Trimetopon,slevini,,,,"Dunn, 1940",Least Concern,,3.1,Unknown,Global
1493135,177564,Rhadinella serperaster,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Rhadinella,serperaster,,,,"(Cope, 1871)",Least Concern,,3.1,Stable,Global
1527736,178224,Lepidoblepharis xanthostigma,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Lepidoblepharis,xanthostigma,,,,"(Noble, 1916)",Least Concern,,3.1,Stable,Global
1529262,178254,Echinosaura apodemus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Echinosaura,apodemus,,,,"(Uzzell, 1966)",Least Concern,,3.1,Stable,Global
1530563,178294,Lepidophyma reticulatum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,XANTUSIIDAE,Lepidophyma,reticulatum,,,,"Taylor, 1955",Least Concern,,3.1,Unknown,Global
1536343,178482,Holcosus quadrilineatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Holcosus,quadrilineatus,,,,"(Hallowell, 1861)",Least Concern,,3.1,Unknown,Global
1540419,178644,Anolis altae,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,altae,,,,"Dunn, 1930",Least Concern,,3.1,Stable,Global
1542973,178714,Aspidoscelis deppii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Aspidoscelis,deppii,,,,"(Wiegmann, 1834)",Least Concern,,3.1,Stable,Global
1543357,178725,Anolis carpenteri,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,carpenteri,,,,"Echelle, Echelle &amp; Fitch, 1971",Least Concern,,3.1,Unknown,Global
1809596,186063,Bolitoglossa robinsoni,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,robinsoni,,,,"Bolaños &amp; Wake, 2009",Data Deficient,,3.1,Unknown,Global
1810426,186104,Bolitoglossa pygmaea,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,pygmaea,,,,"Bolaños &amp; Wake, 2009",Vulnerable,D2,3.1,Stable,Global
1953988,190508,Thecadactylus rapicauda,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,PHYLLODACTYLIDAE,Thecadactylus,rapicauda,,,,"(Houttuyn, 1782)",Least Concern,,3.1,Stable,Global
1954868,190608,Leptodrymus pulcherrimus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Leptodrymus,pulcherrimus,,,,"(Cope, 1874)",Least Concern,,3.1,Stable,Global
1955620,190633,Spilotes pullatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Spilotes,pullatus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
2482444,197428,Amastridium veliferum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Amastridium,veliferum,,,,"Cope, 1860",Least Concern,,3.1,Stable,Global
2483383,197436,Holcosus undulatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Holcosus,undulatus,,,,"(Wiegmann, 1834)",Least Concern,,3.1,Stable,Global
2483513,197437,Anolis lemurinus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,lemurinus,,,,"Cope, 1861",Least Concern,,3.1,Stable,Global
2483850,197440,Anolis cristatellus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,cristatellus,,,,"Duméril &amp; Bibron, 1837",Least Concern,,3.1,Stable,Global
2483996,197442,Anolis capito,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,capito,,,,"Peters, 1863",Least Concern,,3.1,Stable,Global
2484119,197443,Anolis sagrei,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,sagrei,,,,"Duméril &amp; Bibron, 1837",Least Concern,,3.1,Stable,Global
2484199,197444,Anolis pentaprion,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,pentaprion,,,,"Cope, 1863",Least Concern,,3.1,Stable,Global
2484654,197448,Anolis cupreus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,cupreus,,,,"Hallowell, 1860",Least Concern,,3.1,Stable,Global
2485600,197458,Atropoides mexicanus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,VIPERIDAE,Atropoides,mexicanus,,,,"(Duméril, Bibron &amp; Duméril, 1854)",Least Concern,,3.1,Unknown,Global
2485788,197460,Basiliscus vittatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,CORYTOPHANIDAE,Basiliscus,vittatus,,,,"Wiegmann, 1828",Least Concern,,3.1,Stable,Global
2486599,197463,Bothriechis schlegelii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,VIPERIDAE,Bothriechis,schlegelii,,,,"(Berthold, 1846)",Least Concern,,3.1,Stable,Global
2487325,197468,Clelia clelia,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Clelia,clelia,,,,"(Daudin, 1803)",Least Concern,,3.1,Stable,Global
2487693,197471,Coniophanes bipunctatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Coniophanes,bipunctatus,,,,"(Günther, 1858)",Least Concern,,3.1,Stable,Global
2488206,197476,Corytophanes cristatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,CORYTOPHANIDAE,Corytophanes,cristatus,,,,"(Merrem, 1820)",Least Concern,,3.1,Stable,Global
2488426,197480,Crotalus simus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,VIPERIDAE,Crotalus,simus,,,,"Latreille, 1801",Least Concern,,3.1,Unknown,Global
2488545,197481,Drymobius margaritiferus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Drymobius,margaritiferus,,,,"(Schlegel, 1837)",Least Concern,,3.1,Stable,Global
2489055,197484,Enulius flavitorques,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Enulius,flavitorques,,,,"(Cope, 1868)",Least Concern,,3.1,Stable,Global
2489345,197487,Gonatodes albogularis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Gonatodes,albogularis,,,,"(Duméril &amp; Bibron, 1836)",Least Concern,,3.1,Stable,Global
2489493,197488,Gymnophthalmus speciosus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Gymnophthalmus,speciosus,,,,"(Hallowell, 1861)",Least Concern,,3.1,Unknown,Global
2489820,197490,Imantodes gemmistratus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Imantodes,gemmistratus,,,,"(Cope, 1861)",Least Concern,,3.1,Stable,Global
2489923,197491,Imantodes cenchoa,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Imantodes,cenchoa,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
2490538,197495,Lepidophyma flavimaculatum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,XANTUSIIDAE,Lepidophyma,flavimaculatum,,,,"Duméril, 1851",Least Concern,,3.1,Unknown,Global
2490787,197497,Leptodeira annulata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Leptodeira,annulata,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
2490931,197498,Leptodeira septentrionalis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Leptodeira,septentrionalis,,,,"Kennicott, 1859",Least Concern,,3.1,Stable,Global
2491090,197499,Leptophis ahaetulla,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Leptophis,ahaetulla,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
2491231,197500,Leptophis mexicanus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Leptophis,mexicanus,,,,"Duméril, Bibron &amp; Duméril, 1854",Least Concern,,3.1,Stable,Global
2523671,198388,Ninia sebae,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Ninia,sebae,,,,"(Duméril, Bibron &amp; Duméril, 1854)",Least Concern,,3.1,Stable,Global
2523790,198389,Oxybelis fulgidus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Oxybelis,fulgidus,,,,"(Daudin, 1803)",Least Concern,,3.1,Stable,Global
2523934,198390,Oxybelis aeneus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Oxybelis,aeneus,,,,"(Wagler, 1824)",Least Concern,,3.1,Stable,Global
2524138,198391,Oxyrhopus petolarius,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Oxyrhopus,petolarius,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global
2524461,198394,Phyllodactylus tuberculosus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,PHYLLODACTYLIDAE,Phyllodactylus,tuberculosus,,,,"Wiegmann, 1834",Least Concern,,3.1,Stable,Global
2525266,198401,Rhadinaea decorata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Rhadinaea,decorata,,,,"(Günther, 1858)",Least Concern,,3.1,Stable,Global
2525720,198410,Sceloporus squamosus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,PHRYNOSOMATIDAE,Sceloporus,squamosus,,,,"Bocourt, 1874",Least Concern,,3.1,Stable,Global
2525951,198414,Sceloporus variabilis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,PHRYNOSOMATIDAE,Sceloporus,variabilis,,,,"Wiegmann, 1834",Least Concern,,3.1,Stable,Global
2526296,198423,Sibon nebulatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Sibon,nebulatus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
2526770,198450,Sphaerodactylus millepunctatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Sphaerodactylus,millepunctatus,,,,"Hallowell, 1861",Least Concern,,3.1,Stable,Global
2528344,198516,Stenorrhina degenhardtii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Stenorrhina,degenhardtii,,,,"(Berthold, 1846)",Least Concern,,3.1,Stable,Global
2529116,198521,Thamnophis marcianus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,NATRICIDAE,Thamnophis,marcianus,,,,"(Baird &amp; Girard, 1853)",Least Concern,,3.1,Unknown,Global
2529292,198522,Thamnophis proximus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,NATRICIDAE,Thamnophis,proximus,,,,"(Say, 1823)",Least Concern,,3.1,Stable,Global
2530050,198526,Tretanorhinus nigroluteus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Tretanorhinus,nigroluteus,,,,"Cope, 1861",Least Concern,,3.1,Unknown,Global
2532293,198540,Xenodon rabdocephalus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Xenodon,rabdocephalus,,,,"(Wied-Neuwied, 1824)",Least Concern,,3.1,Stable,Global
2609489,199734,Mesoscincus managuae,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SCINCIDAE,Mesoscincus,managuae,,,,"(Dunn, 1933)",Least Concern,,3.1,Unknown,Global
2758674,203028,Celestus cyanochloris,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANGUIDAE,Celestus,cyanochloris,,,,"Cope, 1894",Least Concern,,3.1,Unknown,Global
2758756,203032,Celestus hylaius,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANGUIDAE,Celestus,hylaius,,,,"Savage &amp; Lips, 1994",Near Threatened,,3.1,Stable,Global
2758876,203036,Celestus orobius,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANGUIDAE,Celestus,orobius,,,,"Savage &amp; Lips, 1994",Data Deficient,,3.1,Unknown,Global
2758942,203039,Coloptychon rhombifer,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANGUIDAE,Coloptychon,rhombifer,,,,"(Peters, 1876)",Data Deficient,,3.1,Unknown,Global
2759002,203040,Diploglossus bilobatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANGUIDAE,Diploglossus,bilobatus,,,,"(O'Shaugnessy, 1874)",Least Concern,,3.1,Unknown,Global
2759076,203042,Diploglossus monotropis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANGUIDAE,Diploglossus,monotropis,,,,"(Kuhl, 1820)",Least Concern,,3.1,Decreasing,Global
2759201,203044,Basiliscus basiliscus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,CORYTOPHANIDAE,Basiliscus,basiliscus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
2759302,203046,Basiliscus plumifrons,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,CORYTOPHANIDAE,Basiliscus,plumifrons,,,,"Cope, 1876",Least Concern,,3.1,Stable,Global
2759368,203047,Coleonyx mitratus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,EUBLEPHARIDAE,Coleonyx,mitratus,,,,"(Peters, 1863)",Least Concern,,3.1,Stable,Global
2759434,203048,Anadia ocellata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Anadia,ocellata,,,,"Gray, 1845",Least Concern,,3.1,Unknown,Global
2759487,203050,Bachia blairi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,GYMNOPHTHALMIDAE,Bachia,blairi,,,,"(Dunn, 1940)",Near Threatened,,3.1,Unknown,Global
2759916,203077,Anolis aquaticus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,aquaticus,,,,"Taylor, 1956",Least Concern,,3.1,Stable,Global
2759962,203078,Anolis auratus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,auratus,,,,"Daudin, 1802",Least Concern,,3.1,Stable,Global
2760021,203083,Anolis charlesmyersi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,charlesmyersi,,,,"Köhler, 2010",Least Concern,,3.1,Stable,Global
2760084,203087,Anolis cryptolimifrons,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,cryptolimifrons,,,,"Köhler &amp; Sunyer, 2008",Least Concern,,3.1,Stable,Global
2760117,203088,Anolis datzorum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,datzorum,,,,"Köhler, Ponce, Sunyer &amp; Batista, 2007",Endangered,B1ab(iii),3.1,Unknown,Global
2760124,203089,Anolis frenatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,frenatus,,,,"Cope, 1899",Least Concern,,3.1,Unknown,Global
2760238,203095,Anolis humilis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,humilis,,,,"Peters, 1863",Least Concern,,3.1,Stable,Global
2760292,203096,Anolis ibanezi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,ibanezi,,,,"Poe, Latella, Ryan &amp; Schaad, 2009",Least Concern,,3.1,Unknown,Global
2760299,203097,Anolis insignis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,insignis,,,,"Cope, 1871",Least Concern,,3.1,Unknown,Global
2760407,203100,Anolis kemptoni,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,kemptoni,,,,"Dunn, 1940",Least Concern,,3.1,Stable,Global
2760470,203104,Anolis limifrons,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,limifrons,,,,"Cope, 1871",Least Concern,,3.1,Unknown,Global
2760547,203107,Anolis microtus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,microtus,,,,"Cope, 1871",Least Concern,,3.1,Unknown,Global
2760614,203111,Anolis osa,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,osa,,,,"Köhler, Dehling &amp; Köhler, 2010",Least Concern,,3.1,Stable,Global
2760621,203112,Anolis oxylophus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,oxylophus,,,,"Cope, 1876",Least Concern,,3.1,Stable,Global
2760690,203115,Anolis polylepis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,polylepis,,,,"Peyers, 1874",Least Concern,,3.1,Stable,Global
2760813,203123,Anolis townsendi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,townsendi,,,,"Stejneger, 1900",Least Concern,,3.1,Stable,Global
2760858,203125,Anolis tropidolepis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,tropidolepis,,,,"Boulenger, 1885",Least Concern,,3.1,Stable,Global
2760902,203126,Anolis unilobatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,unilobatus,,,,"Köhler &amp; Vesely, 2010",Least Concern,,3.1,Stable,Global
2761017,203132,Anolis woodi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,woodi,,,,"Dunn, 1940",Least Concern,,3.1,Stable,Global
2761248,203161,Polychrus gutturosus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,POLYCHROTIDAE,Polychrus,gutturosus,,,,"Berthold, 1846",Least Concern,,3.1,Unknown,Global
2761420,203175,Sphaerodactylus graptolaemus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Sphaerodactylus,graptolaemus,,,,"Harris &amp; Kluge, 1984",Least Concern,,3.1,Stable,Global
2761476,203176,Sphaerodactylus homolepis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Sphaerodactylus,homolepis,,,,"Cope, 1886",Least Concern,,3.1,Stable,Global
2761545,203178,Sphaerodactylus pacificus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,SPHAERODACTYLIDAE,Sphaerodactylus,pacificus,,,,"Stejneger, 1903",Least Concern,,3.1,Stable,Global
2761608,203180,Ameiva ameiva,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Ameiva,ameiva,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
2761875,203193,Anomalepis mexicanus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOMALEPIDIDAE,Anomalepis,mexicanus,,,,"Jan, 1860",Data Deficient,,3.1,Unknown,Global
2761934,203195,Helminthophis frontalis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOMALEPIDIDAE,Helminthophis,frontalis,,,,"(Peters, 1860)",Data Deficient,,3.1,Unknown,Global
2761987,203197,Liotyphlops albirostris,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,ANOMALEPIDIDAE,Liotyphlops,albirostris,,,,"(Peters, 1857)",Least Concern,,3.1,Stable,Global
2762097,203206,Corallus annulatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Corallus,annulatus,,,,"(Cope, 1876)",Least Concern,,3.1,Decreasing,Global
2762201,203211,Corallus ruschenbergerii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Corallus,ruschenbergerii,,,,"(Cope, 1876)",Least Concern,,3.1,Stable,Global
2762292,203212,Epicrates maurus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,BOIDAE,Epicrates,maurus,,,,"Gray, 1849",Least Concern,,3.1,Stable,Global
2762756,203279,Chironius exoletus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Chironius,exoletus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
2762837,203280,Chironius flavopictus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Chironius,flavopictus,,,,"(Werner, 1909)",Data Deficient,,3.1,Decreasing,Global
2763009,203288,Dendrophidion clarkii,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Dendrophidion,clarkii,,,,"Dunn, 1933",Least Concern,,3.1,Unknown,Global
2763092,203289,Dendrophidion paucicarinatum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Dendrophidion,paucicarinatum,,,,"(Cope, 1894)",Least Concern,,3.1,Stable,Global
2763204,203292,Leptophis depressirostris,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Leptophis,depressirostris,,,,"(Cope, 1861)",Least Concern,,3.1,Stable,Global
2763275,203293,Leptophis nebulosus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Leptophis,nebulosus,,,,"Oliver, 1942",Least Concern,,3.1,Stable,Global
2763332,203294,Leptophis riveti,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Leptophis,riveti,,,,"Despax, 1910",Least Concern,,3.1,Unknown,Global
2763413,203297,Mastigodryas alternatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Mastigodryas,alternatus,,,,"(Bocourt, 1884)",Least Concern,,3.1,Stable,Global
2763541,203304,Oxybelis brevirostris,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Oxybelis,brevirostris,,,,"(Cope, 1861)",Least Concern,,3.1,Unknown,Global
2763619,203307,Scolecophis atrocinctus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Scolecophis,atrocinctus,,,,"(Schlegel, 1837)",Least Concern,,3.1,Unknown,Global
2763692,203309,Tantilla alticola,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Tantilla,alticola,,,,"(Boulenger, 1903)",Least Concern,,3.1,Unknown,Global
2763758,203311,Tantilla armillata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Tantilla,armillata,,,,"Cope, 1876",Least Concern,,3.1,Stable,Global
2763977,203326,Tantilla ruficeps,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Tantilla,ruficeps,,,,"(Cope, 1894)",Least Concern,,3.1,Stable,Global
2764032,203328,Tantilla supracincta,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Tantilla,supracincta,,,,"(Peters, 1863)",Least Concern,,3.1,Unknown,Global
2764133,203336,Trimorphodon quadruplex,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,COLUBRIDAE,Trimorphodon,quadruplex,,,,"Smith, 1941",Least Concern,,3.1,Stable,Global
2765472,203440,Clelia equatoriana,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Clelia,equatoriana,,,,"(Amaral, 1924)",Least Concern,,3.1,Unknown,Global
2766244,203492,Crisantophis nevermanni,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Crisantophis,nevermanni,,,,"(Dunn, 1937)",Least Concern,,3.1,Unknown,Global
2766477,203501,Dipsas articulata,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Dipsas,articulata,,,,"(Cope, 1868)",Least Concern,,3.1,Stable,Global
2766530,203502,Dipsas bicolor,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DIPSADIDAE,Dipsas,bicolor,,,,"(Günther, 1895)",Least Concern,,3.1,Unknown,Global
