internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
197444,Anolis pentaprion,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,pentaprion,,,,,"Cope, 1863",
197448,Anolis cupreus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,cupreus,,,,,"Hallowell, 1860",
203077,Anolis aquaticus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,aquaticus,,,,,"Taylor, 1956",
203078,Anolis auratus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,auratus,,,,,"Daudin, 1802",
203083,Anolis charlesmyersi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,charlesmyersi,,,,,"Köhler, 2010",
203087,Anolis cryptolimifrons,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,cryptolimifrons,,,,,"Köhler &amp; Sunyer, 2008",
203088,Anolis datzorum,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,datzorum,,,,,"Köhler, Ponce, Sunyer &amp; Batista, 2007",
203089,Anolis frenatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,frenatus,,,,,"Cope, 1899",
203095,Anolis humilis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,humilis,,,,,"Peters, 1863","<p><em>Anolis quaggulus</em> was removed from synonymy with <em>A.</em>&#160;<em>humilis </em>by Köhler&#160;(2003), but the diagnostic characters this author uses to distinguish the two taxa are considered insufficient by Poe <em>et al. </em>(2016)<em>.&#160;</em><em>Anolis humilis marsupialis</em>&#160;was elevated to specific status by Savage and Bolaños (2009), an action upheld by Köhler<em> et al.</em> (2015).</p>"
203096,Anolis ibanezi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,ibanezi,,,,,"Poe, Latella, Ryan &amp; Schaad, 2009",
203097,Anolis insignis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,insignis,,,,,"Cope, 1871",
203100,Anolis kemptoni,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,kemptoni,,,,,"Dunn, 1940",<p>Both Hulebak and Poe (2006) and Ponce and Köhler (2008) synonymized <em>Anolis pandoensis</em> within&#160;<em>Anolis</em> <em>kemptoni</em>.</p>
203104,Anolis limifrons,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,limifrons,,,,,"Cope, 1871","G. Köhler (pers. comm. 2012) suggests that records from the Pacific versant presently included within this species may represent a separate species, for which the name <em>Anolis pulchripes </em>is available, but taxonomic research is needed to confirm this. Poe (2016) notes that the characters used to distinguish this species from <em>Anolis zeus</em>, presently recognized as a distinct species, are not reliable."
203107,Anolis microtus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,microtus,,,,,"Cope, 1871","Several Panamanian populations previously referred to as <em>Anolis microtus </em>are now referred to as <em>Anolis ginaelisae</em> Lotzkat, Hertz, Bienentreu &amp; Köhler, 2013."
203111,Anolis osa,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,osa,,,,,"Köhler, Dehling &amp; Köhler, 2010",
203112,Anolis oxylophus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,oxylophus,,,,,"Cope, 1876","There remains some confusion as to whether <span style=""font-style: italic;"">Anolis lionotus </span>is a separate species from the very similar <em>A. oxylophus</em>, a situation complicated by the apparent loss of the Panamanian <em>A. lionotus</em> holotype (Wilson <em>et al.</em> 2010). Citing unpublished work, Köhler (2001) justified earlier works (Köhler 1999, 2000) that treated <em>A. oxylophus</em>  as a synonym without comment. As no published work has yet formally  synonymized these taxa, however, this account follows Savage (2002) and  Wilson <em>et al.</em> (2010) in considering <em>A. lionotus</em> a separate species from <em>A. oxylophus</em>, with <em>A. oxylophus </em>ranging from Honduras to western Panama."
203115,Anolis polylepis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,polylepis,,,,,"Peyers, 1874",
203123,Anolis townsendi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,townsendi,,,,,"Stejneger, 1900",
203125,Anolis tropidolepis,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,tropidolepis,,,,,"Boulenger, 1885",
203126,Anolis unilobatus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,unilobatus,,,,,"Köhler &amp; Vesely, 2010",Was formerly treated as part of <em>Anolis sericeus</em>.
203132,Anolis woodi,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,woodi,,,,,"Dunn, 1940",
203676,Anolis pachypus,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,DACTYLOIDAE,Anolis,pachypus,,,,,"Cope, 1876","Lotzkat <em>et al</em>. (2011) revised the taxonomy of <em>Anolis pachypus</em>, confining it to Panama and extreme southern Costa Rica. Records further north represent <em>Anolis tropidolepis </em>and <em>A. magnaphallus</em>."
39368,Carcharhinus brevipinna,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,brevipinna,,,,,"(Müller &amp; Henle, 1839)",
41823,Heptranchias perlo,ANIMALIA,CHORDATA,HEXANCHIFORMES,CHONDRICHTHYES,HEXANCHIDAE,Heptranchias,perlo,,,,,"(Bonnaterre, 1788)",
44595,Rhinoptera brasiliensis,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,RHINOPTERIDAE,Rhinoptera,brasiliensis,,,,,"Müller, 1836","This species is sometimes confused with <em>Rhinoptera bonasus</em>, which can only be distinguished by counting the series of toothplates. <em>Rhinoptera bonasus</em> usually have seven series of plates in both jaws, while <em>R. brasiliensis</em> teeth are typically arranged in series of nine (Last <em>et al.</em> 2016)."
54560,Atelopus varius,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,varius,,,,,"(Lichtenstein &amp; Martens, 1856)","Molecular data and morphological, ecological, and demographic analyses suggest that the Panamanian golden frogs and their kin (the <em>Atelopus varius-zeteki</em> clade) are comprised of five distinct forms (Zippel <em>et al</em>. 2006). The species has a variable appearance and color and pattern are poor diagnostic characteristics for identification of this species (Richards and Knowles 2007). Some subpopulations have a very yellow color, resembling&#160;<em>Atelopus zeteki,&#160;</em>which is why both&#160;<em>Atelopus varius</em>&#160;and&#160;<em>Atelopus zeteki&#160;</em>are sometimes referred to as golden frogs in Panama (Estrada <em>et al</em>. 2014). Genetic analysis of mitochondrial DNA reveals support for recognizing&#160;<em>A. varius&#160;</em>and&#160;<em>A. zeteki</em>&#160;as separate clades, but sorting of haplotypes was imperfect and Costa Rican samples sorted into a third outlying group (Richards and Knowles 2007). Genetic examination of the phylogeny of this group would be helpful, but the extreme declines of this group will make sourcing of fresh, genomic quality tissues challenging."
54960,Cochranella euknemos,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Cochranella,euknemos,,,,,"(Savage &amp; Starrett, 1967)",Some records from Antioquia and Chocó Departments in Colombia have been reassigned to&#160;<em>Cochranella mache&#160;</em>(Jaramillo-Martinez&#160;<em>et al</em>. 2015).
55121,Silverstoneia nubicola,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Silverstoneia,nubicola,,,,,"(Dunn, 1924)","At present, this species is considered to be a complex of several taxa and is currently undergoing taxonomic revision (T. Grant pers. comm.). The identity of frogs assigned to&#160;<em>S. nubicola</em>&#160;in the mountains along the Colombia-Panama border is equivocal (Grant and Myers 2013)."
55186,Oophaga granulifera,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DENDROBATIDAE,Oophaga,granulifera,,,,,"(Taylor, 1958)",
151594717,Cruziohyla calcarifer,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PHYLLOMEDUSIDAE,Cruziohyla,calcarifer,,,,,"(Boulenger, 1902)","<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;This is a restricted concept of Genus_species following the split of the broader concept into this and Other_species (Citation).&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}"">This is a restricted concept of&#160;<em>Cruziohyla calcarifer</em>&#160;following the split of the broader concept into this and&#160;<em>Cruziohyla sylviae</em>&#160;(Gray 2018).&#160;With the recognition of&#160;<em>Cruziohyla sylviae</em>,&#160;the literature of&#160;<em>Cruziohyla calcarifer</em>&#160;becomes suspect as to whether addressing&#160;<em>Cruziohyla sylviae</em>, <em>Cruziohyla calcarifer</em>,&#160;or both (Frost 2019)."
77651850,Agalychnis spurrelli,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PHYLLOMEDUSIDAE,Agalychnis,spurrelli,,,,,"Boulenger, 1913",More than one species may currently be included within <em>Agalychnis spurrelli</em> (Federico Bolaños pers. comm.). <em>Agalychnis litodryas </em>has been synonymized with this species (Frost 2014).
55296,Triprion spinosus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Triprion,spinosus,,,,,"(Steindachner, 1864)","""Although <em>Triprion spinosus</em> has been considered a species with a wide distribution, from southeastern Mexico to western Panama (Duellman, 1970), the 16S fragment of our specimen from Honduras differs from those of Oaxaca in 2.9%. Better understanding of the sequence variation among these samples and those from the easternmost part of the distribution of <em>T.&#160;spinosus</em> is required, but a taxonomic revision of the different populations assigned to this species seems to be necessary"" (Faivovich <em>et al</em>. 2018)."
55482,Ecnomiohyla fimbrimembra,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Ecnomiohyla,fimbrimembra,,,,,"(Taylor, 1948)",
55586,Hyloscirtus palmeri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Hyloscirtus,palmeri,,,,,"(Boulenger, 1908)",This species was previously within the genus <em>Hyla</em> but has recently been moved to the resurrected genus <em>Hyloscirtus</em> (Faivovich&#160;<em>et al.</em>&#160;2005).
55627,Isthmohyla rivularis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,rivularis,,,,,"(Taylor, 1952)",This species was previously included in the genus <em>Hyla</em> but has recently been moved to the new genus <em>Isthmohyla</em> (Faivovich <em>et al.</em> 2005).
55701,Isthmohyla zeteki,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,zeteki,,,,,"(Gaige, 1929)",This species was previously included in the genus <em>Hyla</em> but has recently been moved to the new genus <em>Isthmohyla</em> (Faivovich <em>et al.</em> 2005).&#160;Genetic distances suggest that more than one species might be combined under this name (Faivovich <em>et al.</em> 2018). Specimens from the Serranía de Tabasará may represent a distinct species (Hertz 2015).
55855,Agalychnis lemur,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PHYLLOMEDUSIDAE,Agalychnis,lemur,,,,,"(Boulenger, 1882)","This species was previously within the genus <em>Phyllomedusa</em> but was moved to the genus <em>Hylomantis</em>&#160;by Faivovich <em>et al.</em>&#160;(2005). Subsequently, it was moved from <em>Hylomantis </em>to <em>Agalychnis&#160;</em>by Favivovich <em>et al.</em> (2010)."
56406,Pristimantis altae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,altae,,,,,"(Dunn, 1942)",
56482,Strabomantis bufoniformis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Strabomantis,bufoniformis,,,,,"(Boulenger, 1896)",This species was previously within the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005). The current taxonomic concept probably contains several cryptic species (Crawford<em> et al.</em> 2013;&#160;R. Ibanez pers. comm June 2018).
56497,Pristimantis caryophyllaceus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,caryophyllaceus,,,,,"(Barbour, 1928)","<span id=""docs-internal-guid-41b05a6e-215a-3b9c-2b3a-c7a505135a99"">This species is thought to be a complex containing multiple conspecific lineages (Batista&#160;<em>et al</em>. 2014;&#160;A. Crawford pers. comm. 2018). We depart from the taxonomic split of <em>Pristimantis educatoris </em>from this species proposed by Ryan&#160;<em>et al.&#160;</em>(2010)&#160;and treat the Colombian and Panamanian specimens under this name, following Batista&#160;<em>et al.</em>&#160;(2014), until taxonomic work is properly carried out to delimit the undescribed species."
56777,Pristimantis moro,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,moro,,,,,"(Savage, 1965)",
154033310,Craugastor podiciferus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,podiciferus,,,,,"(Cope, 1875)","This species was previously included in the genus&#160;<em>Eleutherodactylus</em>&#160;(Crawford and Smith 2005).&#160;<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;This is a restricted concept of Genus_species following the split of the broader concept into this and Other_species (Citation).&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}[null,32,{&quot;5&quot;:1,&quot;6&quot;:1}]{&quot;1&quot;:46}[null,103,{&quot;5&quot;:1,&quot;6&quot;:1}]{&quot;1&quot;:117}[null,118,{&quot;5&quot;:1}]{&quot;1&quot;:126}"">This is a restricted concept of<em>&#160;Craugastor podiciferus</em>&#160;following the split of the broader concept into this&#160;<em>Craugastor sagui</em>, <em>C. zungai</em> and <em>C. blairi</em>&#160;(Arias <em>et al.</em> 2019)."
56995,Craugastor taurus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,taurus,,,,,"(Taylor, 1958)",This species was previously included in the genus <em>Eleutherodactylus</em> (Crawford and Smith 2005).
59147,Bolitoglossa colonnea,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,colonnea,,,,,"(Dunn, 1924)",
59155,Bolitoglossa diminuta,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,diminuta,,,,,"Robinson, 1976",
59172,Bolitoglossa lignicolor,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,lignicolor,,,,,"(Peters, 1873)","<p>Localities in the Caribbean drainage of northern Costa Rica, as mentioned by Brame and Wake (1963) refer to misidentified specimens&#160;of <em>Bolitoglossa alvaradoi </em>(Hertz 2015).</p>"
59323,Oedipina savagei,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,savagei,,,,,"García-París &amp; Wake, 2000",
59327,Oedipina uniformis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,uniformis,,,,,"Keferstein, 1868",
59543,Dermophis glandulosus,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,DERMOPHIIDAE,Dermophis,glandulosus,,,,,"Taylor, 1955","This species was removed from the synonymy of <i>Dermophis mexicanus</i> by Savage and Wake (2001). Its taxonomic status is unclear, and the conspecificity of the disjunct populations is unknown."
59547,Dermophis occidentalis,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,DERMOPHIIDAE,Dermophis,occidentalis,,,,,"Taylor, 1955",Savage and Wake (2001) removed this species from synonymy with&#160;<em>Dermophis parviceps. </em>Its taxonomic status is unclear.
60128,Rhinoptera bonasus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,RHINOPTERIDAE,Rhinoptera,bonasus,,,,,"(Mitchill, 1815)","This species is sometimes confused with <em>Rhinoptera brasiliensis</em>, which can only be distinguished from <em>R. bonasus</em> by counting the series of toothplates. <em>Rhinoptera bonasus</em> usually have seven series of plates in both jaws, while <em>R. brasiliensis</em> teeth are typically arranged in series of nine (Last <em>et al.</em> 2016)."
60201,Sphyrna media,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,media,,,,,"Springer, 1940",
144136822,Carcharhinus porosus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,porosus,,,,,"(Ranzani, 1839)","Castro (2011) resurrected <em>Carcharhinus cerdale</em>, considering it distinct from <em>C. porosus</em>. <em>Carcharhinus cerdale </em>is restricted to the Eastern Pacific and <em>C. porosus</em> to the Western Atlantic."
60236,Etmopterus bigelowi,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,ETMOPTERIDAE,Etmopterus,bigelowi,,,,,"Shirai &amp; Tachikawa, 1993",Previously confused with the similar but smaller <em>Etmopterus pusillus</em> until described as a distinct species by Shirai and Tachikawa (1993).
61416,Squalus cubensis,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,cubensis,,,,,"Howell Rivero, 1936",This species is sometimes confused with <em>Squalus clarkae&#160;</em>and may be confused with recently described or undescribed species in the South Atlantic (C.F. Cotton unpubl. data 2020).
63108,Etmopterus gracilispinis,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,ETMOPTERIDAE,Etmopterus,gracilispinis,,,,,"Krefft, 1968",
63161,Gurgesiella atlantica,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,GURGESIELLIDAE,Gurgesiella,atlantica,,,,,"(Bigelow &amp; Schroeder, 1962)",
55600,Isthmohyla picadoi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,picadoi,,,,,"(Dunn, 1937)","This species was previously within the genus <em>Hyla</em> but has recently been moved to the new genus <em>Isthmohyla</em> (Faivovich <em>et al.</em> 2005).&#160;Faivovich <em>et al</em>. (2018) found considerable genetic differences between Costa Rican specimens from the type locality at Volcán Barva, the high Talamanca in western Panama, and the specimen from Cerro Saguí. It might be that this is a complex of several species (A. Hertz pers. comm. June 2018)."
81265980,Cebus imitator,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CEBIDAE,Cebus,imitator,,,,,"Thomas, 1903","Until recently, Central American capuchins were considered to be subspecies of <em>Cebus capucinus</em>; however, recent genetic analyses (Boubli<em> et al.</em> 2012) suggest a phylogenetic division between <em>C. capuchinus</em> from South America and Eastern Panama and the Central American populations with no evidence of division within the latter group."
5764,Cryptotis gracilis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Cryptotis,gracilis,,,,,"Miller, 1911",
13244,Mesoplodon densirostris,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,densirostris,,,,,"(Blainville, 1817)",Blainville’s Beaked Whales (<em>Mesoplodon densirostris</em>) is one of 15 species of&#160;<em>Mesoplodon</em>&#160;with a worldwide range in tropical and warm-temperate waters. No subspecies are currently recognized.
13245,Mesoplodon europaeus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,europaeus,,,,,"(Gervais, 1855)",
13251,Mesoplodon peruvianus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,peruvianus,,,,,"Reyes, Mead &amp; Van Waerebeek, 1991","<em>Mesoplodon peruvianus </em>was first described in 1991 (Reyes <em>et al</em>. 1991) based on specimens from Peru. Prior to that, beginning in the late 1970s, there had been numerous sightings of a distinctively patterned, but unidentified, mesoplodont during regular cetacean surveys in the eastern tropical Pacific. These were originally referred to in the survey sighting records and earlier publications as “<em>Mesoplodon</em> sp. A” (Pitman <em>et al</em>. 1987), but after the description of <em>M. peruvianus</em>, it was suggested that <em>M</em>. sp. A was, in fact, <em>M. peruvianus</em> (Pitman and Lynn 2001). This contention was later confirmed by genetic analysis of a fresh-stranded <em>Mesoplodon</em> in western Mexico with the same diagnostic color pattern (Urbán <em>et al.</em> 2013).</span>"
23211,Ziphius cavirostris,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Ziphius,cavirostris,,,,,"G. Cuvier, 1823","<p>Cuvier’s Beaked Whale (<em>Ziphius cavirostris</em>) is the only species in the monotypic genus <em>Ziphius</em> (Rice 1998, Dalebout <em>et al</em>. 2005). During the 19<sup>th</sup> century numerous specimens of Cuvier’s Beaked Whales were described as new species but none of them have been accepted as valid and a single species is recognized to occur throughout its range.</span></p>"
50925252,Ecnomiohyla sukia,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Ecnomiohyla,sukia,,,,,"Savage &amp; Kubicki, 2010",
50926031,Bolitoglossa aureogularis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,aureogularis,,,,,"Boza-Oviedo, Rovito, Chaves, García-Rodríguez, Artavia, Bolaños &amp; Wake, 2012",
50927240,Bolitoglossa splendida,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,splendida,,,,,"Boza-Oviedo, Rovito, Chaves, García-Rodríguez, Artavia, Bolaños &amp; Wake, 2012",
50927460,Nototriton matama,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Nototriton,matama,,,,,"Boza-Oviedo, Rovito, Chaves, García-Rodríguez, Artavia, Bolaños &amp; Wake, 2012","Taxonomic work is underway to clarify the validity of this species.&#160;<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Genetic analysis suggests that this species may be conspecific with XXX (Kubicki pers. comm. Sept 2019).&quot;}"" data-sheets-userformat=""{&quot;2&quot;:4865,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;}"">Genetic analysis suggests that this taxon may be conspecific with <em>Nototriton picadoi&#160;</em>(B. Kubicki and E. Arias pers. comm. September 2019)."
51061221,Oedipina pseudouniformis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,pseudouniformis,,,,,"Brame, 1968",This is a restricted concept of&#160;<em>Oedipina pseudouniformis</em>&#160;following the split of the broader concept into this and<em>&#160;Oedipina koehleri </em>(Sunyer <em>et al.</em> 2011).
