assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
3040635,56482,Strabomantis bufoniformis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Strabomantis,bufoniformis,,,,"(Boulenger, 1896)",Endangered,A4ace,3.1,Decreasing,Global
3040836,56497,Pristimantis caryophyllaceus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,caryophyllaceus,,,,"(Barbour, 1928)",Least Concern,,3.1,Decreasing,Global
3049546,56777,Pristimantis moro,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,moro,,,,"(Savage, 1965)",Least Concern,,3.1,Unknown,Global
3052067,154033310,Craugastor podiciferus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,podiciferus,,,,"(Cope, 1875)",Least Concern,,3.1,Stable,Global
3053897,56995,Craugastor taurus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,taurus,,,,"(Taylor, 1958)",Endangered,B1ab(iii),3.1,Decreasing,Global
3076592,59147,Bolitoglossa colonnea,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,colonnea,,,,"(Dunn, 1924)",Least Concern,,3.1,Stable,Global
3076952,59155,Bolitoglossa diminuta,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,diminuta,,,,"Robinson, 1976",Least Concern,,3.1,Stable,Global
3077213,59172,Bolitoglossa lignicolor,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,lignicolor,,,,"(Peters, 1873)",Least Concern,,3.1,Decreasing,Global
3077964,59323,Oedipina savagei,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,savagei,,,,"García-París &amp; Wake, 2000",Vulnerable,B1ab(iii),3.1,Unknown,Global
3078079,59327,Oedipina uniformis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,uniformis,,,,"Keferstein, 1868",Least Concern,,3.1,Stable,Global
3078469,59543,Dermophis glandulosus,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,DERMOPHIIDAE,Dermophis,glandulosus,,,,"Taylor, 1955",Least Concern,,3.1,Unknown,Global
3078612,59547,Dermophis occidentalis,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,DERMOPHIIDAE,Dermophis,occidentalis,,,,"Taylor, 1955",Least Concern,,3.1,Stable,Global
3088381,60128,Rhinoptera bonasus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,RHINOPTERIDAE,Rhinoptera,bonasus,,,,"(Mitchill, 1815)",Vulnerable,A2bd,3.1,Decreasing,Global
3091753,60201,Sphyrna media,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,media,,,,"Springer, 1940",Critically Endangered,A2bcd,3.1,Decreasing,Global
3094594,144136822,Carcharhinus porosus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,porosus,,,,"(Ranzani, 1839)",Critically Endangered,A2d,3.1,Decreasing,Global
3096618,60236,Etmopterus bigelowi,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,ETMOPTERIDAE,Etmopterus,bigelowi,,,,"Shirai &amp; Tachikawa, 1993",Least Concern,,3.1,Stable,Global
3104105,61416,Squalus cubensis,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,cubensis,,,,"Howell Rivero, 1936",Least Concern,,3.1,Increasing,Global
3118179,63108,Etmopterus gracilispinis,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,ETMOPTERIDAE,Etmopterus,gracilispinis,,,,"Krefft, 1968",Least Concern,,3.1,Stable,Global
3124285,63161,Gurgesiella atlantica,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,GURGESIELLIDAE,Gurgesiella,atlantica,,,,"(Bigelow &amp; Schroeder, 1962)",Least Concern,,3.1,Stable,Global
13330875,55600,Isthmohyla picadoi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,picadoi,,,,"(Dunn, 1937)",Least Concern,,3.1,Stable,Global
17981512,81265980,Cebus imitator,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CEBIDAE,Cebus,imitator,,,,"Thomas, 1903",Vulnerable,A4cd,3.1,Decreasing,Global
22285369,5764,Cryptotis gracilis,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Cryptotis,gracilis,,,,"Miller, 1911",Least Concern,,3.1,Unknown,Global
50364253,13244,Mesoplodon densirostris,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,densirostris,,,,"(Blainville, 1817)",Least Concern,,3.1,Unknown,Global
50365198,13245,Mesoplodon europaeus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,europaeus,,,,"(Gervais, 1855)",Least Concern,,3.1,Unknown,Global
50367335,13251,Mesoplodon peruvianus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,peruvianus,,,,"Reyes, Mead &amp; Van Waerebeek, 1991",Least Concern,,3.1,Unknown,Global
50379111,23211,Ziphius cavirostris,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Ziphius,cavirostris,,,,"G. Cuvier, 1823",Least Concern,,3.1,Unknown,Global
50925708,50925252,Ecnomiohyla sukia,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Ecnomiohyla,sukia,,,,"Savage &amp; Kubicki, 2010",Least Concern,,3.1,Stable,Global
50926053,50926031,Bolitoglossa aureogularis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,aureogularis,,,,"Boza-Oviedo, Rovito, Chaves, García-Rodríguez, Artavia, Bolaños &amp; Wake, 2012",Least Concern,,3.1,Stable,Global
50927269,50927240,Bolitoglossa splendida,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,splendida,,,,"Boza-Oviedo, Rovito, Chaves, García-Rodríguez, Artavia, Bolaños &amp; Wake, 2012",Data Deficient,,3.1,Unknown,Global
50927483,50927460,Nototriton matama,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Nototriton,matama,,,,"Boza-Oviedo, Rovito, Chaves, García-Rodríguez, Artavia, Bolaños &amp; Wake, 2012",Least Concern,,3.1,Stable,Global
51061091,51061221,Oedipina pseudouniformis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,pseudouniformis,,,,"Brame, 1968",Data Deficient,,3.1,Unknown,Global
51061262,51061256,Oedipina nimaso,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,nimaso,,,,"Boza-Oviedo, Rovito, Chaves, García-Rodríguez, Artavia, Bolaños &amp; Wake, 2012",Data Deficient,,3.1,Unknown,Global
53951218,87633006,Incilius valliceps,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,valliceps,,,,"(Wiegmann, 1833)",Least Concern,,3.1,Stable,Global
54340769,54498,Atelopus chiriquiensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,chiriquiensis,,,,"Shreve, 1936",Extinct,,3.1,,Global
54341633,54635,Incilius fastidiosus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,fastidiosus,,,,"(Cope, 1875)",Critically Endangered,D,3.1,Decreasing,Global
54342251,54803,Incilius epioticus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,epioticus,,,,"(Cope, 1875)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
54343182,55323729,Hyalinobatrachium colymbiphyllum,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,colymbiphyllum,,,,"(Taylor, 1949)",Least Concern,,3.1,Stable,Global
54345228,55314,Duellmanohyla uranochroa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Duellmanohyla,uranochroa,,,,"(Cope, 1875)",Vulnerable,B1ab(iii),3.1,Increasing,Global
54345829,55390,Isthmohyla angustilineata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,angustilineata,,,,"(Taylor, 1952)",Critically Endangered,C2a(i),3.1,Decreasing,Global
54346121,55432,Isthmohyla calypsa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,calypsa,,,,"(Lips, 1996)",Critically Endangered,D,3.1,Unknown,Global
54346454,55462,Isthmohyla debilis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,debilis,,,,"(Taylor, 1952)",Critically Endangered,C1,3.1,Decreasing,Global
54346734,55529,Isthmohyla lancasteri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,lancasteri,,,,"(Barbour, 1928)",Least Concern,,3.1,Stable,Global
54347781,55675,Isthmohyla tica,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,tica,,,,"(Starrett, 1966)",Critically Endangered,C2a(i),3.1,Decreasing,Global
54349427,56498,Craugastor catalinae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,catalinae,,,,"(Campbell &amp; Savage, 2000)",Critically Endangered,D,3.1,Decreasing,Global
54349700,56577,Craugastor emcelae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,emcelae,,,,"(Lynch, 1985)",Critically Endangered,D,3.1,Decreasing,Global
54350864,56828,Pristimantis pardalis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Pristimantis,pardalis,,,,"(Barbour, 1928)",Least Concern,,3.1,Decreasing,Global
54351441,56913,Craugastor rhyacobatrachus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,rhyacobatrachus,,,,"(Campbell &amp; Savage, 2000)",Critically Endangered,D,3.1,Decreasing,Global
54352894,58746,Lithobates vibicarius,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,vibicarius,,,,"(Cope, 1894)",Endangered,C2a(i),3.1,Decreasing,Global
54353249,59139,Bolitoglossa anthracina,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,anthracina,,,,"Brame, Savage, Wake &amp; Hanken, 2001",Endangered,B1ab(iii),3.1,Unknown,Global
54353626,59177,Bolitoglossa marmorea,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,marmorea,,,,"(Tanner &amp; Brame, 1961)",Endangered,B1ab(iii),3.1,Decreasing,Global
54353890,59181,Bolitoglossa minutula,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,minutula,,,,"Wake, Brame &amp; Duellman, 1973",Endangered,B1ab(iii),3.1,Decreasing,Global
54353999,59200,Bolitoglossa robusta,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,robusta,,,,"(Cope, 1894)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
54354107,59205,Bolitoglossa schizodactyla,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Bolitoglossa,schizodactyla,,,,"Wake &amp; Brame, 1966",Least Concern,,3.1,Decreasing,Global
54354374,59305,Oedipina alfaroi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,alfaroi,,,,"Dunn, 1921",Vulnerable,B1ab(iii),3.1,Decreasing,Global
54355057,59314,Oedipina gracilis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,gracilis,,,,"Taylor, 1952",Endangered,C2a(i),3.1,Decreasing,Global
54355184,59315,Oedipina grandis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Oedipina,grandis,,,,"Brame &amp; Duellman, 1970",Endangered,B1ab(iii),3.1,Decreasing,Global
54355915,59533,Caecilia volcani,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,CAECILIIDAE,Caecilia,volcani,,,,"Taylor, 1969",Least Concern,,3.1,Unknown,Global
54356034,59544,Dermophis gracilior,ANIMALIA,CHORDATA,GYMNOPHIONA,AMPHIBIA,DERMOPHIIDAE,Dermophis,gracilior,,,,"Günther, 1902",Data Deficient,,3.1,Unknown,Global
54357699,3172,Incilius periglenes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,periglenes,,,,"(Savage, 1967)",Extinct,,3.1,,Global
54358350,54549,Atelopus senex,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Atelopus,senex,,,,"Taylor, 1952",Extinct,,3.1,,Global
54358615,54664,Incilius holdridgei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Incilius,holdridgei,,,,"(Taylor, 1952)",Critically Endangered,D,3.1,Unknown,Global
54359707,55037,Hyalinobatrachium vireovittatum,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CENTROLENIDAE,Hyalinobatrachium,vireovittatum,,,,"(Starrett &amp; Savage, 1973)",Least Concern,,3.1,Unknown,Global
54360265,55310,Duellmanohyla rufioculis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Duellmanohyla,rufioculis,,,,"(Taylor, 1952)",Least Concern,,3.1,Stable,Global
54362143,55603,Isthmohyla pictipes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,pictipes,,,,"(Cope, 1875)",Critically Endangered,C2a(i),3.1,Decreasing,Global
54362471,55697,Isthmohyla xanthosticta,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Isthmohyla,xanthosticta,,,,"(Duellman, 1968)",Data Deficient,,3.1,Unknown,Global
54365933,56414,Craugastor andi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,andi,,,,"(Savage, 1974)",Critically Endangered,D,3.1,Decreasing,Global
54366043,56418,Craugastor angelicus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,angelicus,,,,"(Savage, 1975)",Critically Endangered,C2a(ii),3.1,Decreasing,Global
54367379,56540,Craugastor cuaquero,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,cuaquero,,,,"(Savage, 1980)",Data Deficient,,3.1,Unknown,Global
54367912,56588,Craugastor escoces,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,escoces,,,,"(Savage, 1975)",Critically Endangered,C2a(ii),3.1,Decreasing,Global
54368225,56603,Craugastor fleischmanni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,CRAUGASTORIDAE,Craugastor,fleischmanni,,,,"(Boettger, 1892)",Critically Endangered,C2a(i),3.1,Decreasing,Global
